length,width,height,image_url,path
28.7,20.8,38.1,https://m.media-amazon.com/images/I/41jjYNFKsCL.AC.jpg,images\image_01478.jpg
25.0,25.0,44.0,https://m.media-amazon.com/images/I/41FRKGGrfjL.AC.jpg,images\image_01479.jpg
30.5,32.0,29.5,https://m.media-amazon.com/images/I/31f8teYw4bL.AC.jpg,images\image_01480.jpg
35.0,26.4,41.7,https://m.media-amazon.com/images/I/31eKZY7EjfL.AC.jpg,images\image_01481.jpg
59.0,24.0,36.0,https://m.media-amazon.com/images/I/41UpEIcx2OL.AC.jpg,images\image_01482.jpg
8.2,6.3,18.1,https://m.media-amazon.com/images/I/4180+GXsXFL.AC.jpg,images\image_01483.jpg
3.858267716535433,3.858267716535433,14.173228346456693,https://m.media-amazon.com/images/I/41GGo3INyTS.AC.jpg,images\image_01484.jpg
11.811023622047244,11.811023622047244,34.25196850393701,https://m.media-amazon.com/images/I/41H8nvyC-SL.AC.jpg,images\image_01485.jpg
4.25,4.25,16.0,https://m.media-amazon.com/images/I/41MUIxjOF+L.AC.jpg,images\image_01486.jpg
7.48,7.48,24.8,https://m.media-amazon.com/images/I/51+JM5VBXlL.AC.jpg,images\image_01487.jpg
3.937007874015748,3.937007874015748,17.32283464566929,https://m.media-amazon.com/images/I/512fbKBSHGL.AC.jpg,images\image_01488.jpg
14.96,5.51,14.96,https://m.media-amazon.com/images/I/513B2-35jtL.AC.jpg,images\image_01489.jpg
5.31,5.31,14.96,https://m.media-amazon.com/images/I/518F3kow+PL.AC.jpg,images\image_01491.jpg
5.31,5.31,14.96,https://m.media-amazon.com/images/I/519JYriWjBL.AC.jpg,images\image_01492.jpg
5.31,5.31,14.96,https://m.media-amazon.com/images/I/51BJJed4sVL.AC.jpg,images\image_01493.jpg
4.25,4.25,16.0,https://m.media-amazon.com/images/I/51bMO2-lnEL.AC.jpg,images\image_01494.jpg
5.708661417322834,5.708661417322834,15.74803149606299,https://m.media-amazon.com/images/I/51cEhjhOhqL.AC.jpg,images\image_01495.jpg
4.13,4.13,14.57,https://m.media-amazon.com/images/I/51doA8LuplL.AC.jpg,images\image_01496.jpg
15.35,5.35,15.35,https://m.media-amazon.com/images/I/51dsWkvFa5L.AC.jpg,images\image_01497.jpg
2.95,2.95,13.78,https://m.media-amazon.com/images/I/51E6UogAaML.AC.jpg,images\image_01498.jpg
15.35,5.35,15.35,https://m.media-amazon.com/images/I/51EMp1K+DKL.AC.jpg,images\image_01499.jpg
4.25,4.25,16.0,https://m.media-amazon.com/images/I/51gpYoU3KvS.AC.jpg,images\image_01500.jpg
7.48,7.48,24.8,https://m.media-amazon.com/images/I/51jNQdBh1DL.AC.jpg,images\image_01501.jpg
5.31,5.31,14.96,https://m.media-amazon.com/images/I/51lZBj-xUtL.AC.jpg,images\image_01502.jpg
15.35,5.35,15.35,https://m.media-amazon.com/images/I/51mcQLS+uWL.AC.jpg,images\image_01503.jpg
2.95,2.95,13.78,https://m.media-amazon.com/images/I/51mpYx1TXfL.AC.jpg,images\image_01504.jpg
15.35,5.35,15.35,https://m.media-amazon.com/images/I/51muvEQbimL.AC.jpg,images\image_01505.jpg
4.13,4.13,14.57,https://m.media-amazon.com/images/I/51MwDJHhOSL.AC.jpg,images\image_01506.jpg
5.511811023622046,5.511811023622046,15.354330708661417,https://m.media-amazon.com/images/I/51NMg-39zML.AC.jpg,images\image_01507.jpg
14.96,5.51,14.96,https://m.media-amazon.com/images/I/51NsGQUtPEL.AC.jpg,images\image_01508.jpg
14.96,5.51,14.96,https://m.media-amazon.com/images/I/51NYXZmP4nL.AC.jpg,images\image_01509.jpg
1.65,3.86,14.37,https://m.media-amazon.com/images/I/51O9forSZcL.AC.jpg,images\image_01510.jpg
5.31,5.31,14.96,https://m.media-amazon.com/images/I/51pJhn+zUqL.AC.jpg,images\image_01511.jpg
5.31,5.31,14.96,https://m.media-amazon.com/images/I/51Ud7vGY8mL.AC.jpg,images\image_01512.jpg
7.48,7.48,24.8,https://m.media-amazon.com/images/I/51v+3V3BnCL.AC.jpg,images\image_01513.jpg
5.31,5.31,14.96,https://m.media-amazon.com/images/I/51vJxMLR2cL.AC.jpg,images\image_01514.jpg
1.574803149606299,1.574803149606299,30.70866141732284,https://m.media-amazon.com/images/I/51YpA43wwBL.AC.jpg,images\image_01515.jpg
8.2,6.3,18.1,https://m.media-amazon.com/images/I/51ZOND5NqcL.AC.jpg,images\image_01516.jpg
4.724409448818897,4.724409448818897,14.173228346456693,https://m.media-amazon.com/images/I/61-J+ErDryS.AC.jpg,images\image_01517.jpg
6.692913385826771,2.755905511811023,16.53543307086614,https://m.media-amazon.com/images/I/61+umbeT6iS.AC.jpg,images\image_01518.jpg
6.299212598425196,2.755905511811023,17.716535433070863,https://m.media-amazon.com/images/I/611yKe02SLS.AC.jpg,images\image_01519.jpg
4.645669291338582,4.645669291338582,13.188976377952756,https://m.media-amazon.com/images/I/617QZlJJMCL.AC.jpg,images\image_01521.jpg
6.299212598425196,2.755905511811023,17.716535433070863,https://m.media-amazon.com/images/I/61abR87DbGS.AC.jpg,images\image_01522.jpg
4.606299212598424,3.74015748031496,15.11811023622047,https://m.media-amazon.com/images/I/61cdH2pazQL.AC.jpg,images\image_01523.jpg
3.15,3.15,14.37,https://m.media-amazon.com/images/I/61CImvODEjL.AC.jpg,images\image_01524.jpg
2.36,4.53,16.53,https://m.media-amazon.com/images/I/61F3FZaoL2L.AC.jpg,images\image_01525.jpg
4.1,4.1,16.9,https://m.media-amazon.com/images/I/61fFV9EoCrL.AC.jpg,images\image_01526.jpg
4.606299212598424,3.74015748031496,15.11811023622047,https://m.media-amazon.com/images/I/61fT1v5mk8L.AC.jpg,images\image_01527.jpg
6.299212598425196,2.755905511811023,17.716535433070863,https://m.media-amazon.com/images/I/61GpeI-CNfS.AC.jpg,images\image_01528.jpg
6.692913385826771,2.755905511811023,16.53543307086614,https://m.media-amazon.com/images/I/61jRsCyYs5S.AC.jpg,images\image_01529.jpg
4.724409448818897,4.724409448818897,14.173228346456693,https://m.media-amazon.com/images/I/61JVQIzt7qS.AC.jpg,images\image_01530.jpg
3.86,3.86,14.37,https://m.media-amazon.com/images/I/61KCUM1CYAL.AC.jpg,images\image_01531.jpg
4.5,4.5,16.0,https://m.media-amazon.com/images/I/61M0+2AinVL.AC.jpg,images\image_01533.jpg
3.661417322834646,3.661417322834646,15.196850393700789,https://m.media-amazon.com/images/I/61m7S9n9aeL.AC.jpg,images\image_01534.jpg
4.0,4.0,9.5,https://m.media-amazon.com/images/I/61MHUNUrlzL.AC.jpg,images\image_01535.jpg
4.4,4.4,17.0,https://m.media-amazon.com/images/I/61MK01E36AL.AC.jpg,images\image_01536.jpg
4.724409448818897,4.724409448818897,14.173228346456693,https://m.media-amazon.com/images/I/61nCCNUvcGS.AC.jpg,images\image_01537.jpg
4.173228346456693,4.173228346456693,14.96062992125984,https://m.media-amazon.com/images/I/61qmr10b06S.AC.jpg,images\image_01538.jpg
10.1,4.5,10.1,https://m.media-amazon.com/images/I/61rhI+cZ-CL.AC.jpg,images\image_01539.jpg
3.937007874015748,3.937007874015748,17.125984251968504,https://m.media-amazon.com/images/I/61T+x4JAjjL.AC.jpg,images\image_01540.jpg
1.8,1.8,30.0,https://m.media-amazon.com/images/I/61TBdn7yChL.AC.jpg,images\image_01541.jpg
10.1,4.5,10.1,https://m.media-amazon.com/images/I/61VtpjdbKYS.AC.jpg,images\image_01542.jpg
3.661417322834646,3.661417322834646,15.196850393700789,https://m.media-amazon.com/images/I/61xdAhPMbsL.AC.jpg,images\image_01543.jpg
14.96,5.51,14.96,https://m.media-amazon.com/images/I/61YhIExMH9L.AC.jpg,images\image_01544.jpg
3.9,3.9,14.0,https://m.media-amazon.com/images/I/61YjC+qvBEL.AC.jpg,images\image_01545.jpg
3.94,3.94,13.78,https://m.media-amazon.com/images/I/61ZSkGU+L-L.AC.jpg,images\image_01546.jpg
3.8,6.1,18.0,https://m.media-amazon.com/images/I/712QU8bnSjL.AC.jpg,images\image_01547.jpg
2.9527559055118107,4.330708661417322,16.141732283464567,https://m.media-amazon.com/images/I/713CZ-vq6US.AC.jpg,images\image_01548.jpg
3.149606299212598,3.149606299212598,14.96062992125984,https://m.media-amazon.com/images/I/713Gg48uIfL.AC.jpg,images\image_01549.jpg
3.937007874015748,3.937007874015748,12.00787401574803,https://m.media-amazon.com/images/I/713KBWbXF8S.AC.jpg,images\image_01550.jpg
6.889763779527558,4.381102362204724,16.338582677165352,https://m.media-amazon.com/images/I/716KnraJtXL.AC.jpg,images\image_01551.jpg
3.07,3.07,13.78,https://m.media-amazon.com/images/I/717zGOWESHL.AC.jpg,images\image_01552.jpg
3.937007874015748,3.937007874015748,16.141732283464567,https://m.media-amazon.com/images/I/71FIZ1VezkL.AC.jpg,images\image_01553.jpg
4.724409448818897,3.937007874015748,14.566929133858268,https://m.media-amazon.com/images/I/71gmk+xSmhS.AC.jpg,images\image_01554.jpg
2.9527559055118107,2.9527559055118107,14.96062992125984,https://m.media-amazon.com/images/I/71hVeOAPMrL.AC.jpg,images\image_01555.jpg
3.937007874015748,3.937007874015748,14.96062992125984,https://m.media-amazon.com/images/I/71NHCbCqZ6S.AC.jpg,images\image_01556.jpg
7.283464566929133,7.283464566929133,30.70866141732284,https://m.media-amazon.com/images/I/71NrpiiFuiL.AC.jpg,images\image_01557.jpg
4.330708661417322,4.330708661417322,16.141732283464567,https://m.media-amazon.com/images/I/71NukUGJEwS.AC.jpg,images\image_01558.jpg
4.133858267716535,4.133858267716535,17.32283464566929,https://m.media-amazon.com/images/I/71oFBeIl2UL.AC.jpg,images\image_01559.jpg
6.889763779527558,4.381102362204724,16.338582677165352,https://m.media-amazon.com/images/I/71oMomSPhXL.AC.jpg,images\image_01560.jpg
2.9527559055118107,2.9527559055118107,14.96062992125984,https://m.media-amazon.com/images/I/71OwLw9+9YL.AC.jpg,images\image_01561.jpg
4.330708661417322,4.330708661417322,16.141732283464567,https://m.media-amazon.com/images/I/71U6kGTqPJS.AC.jpg,images\image_01562.jpg
4.330708661417322,4.330708661417322,16.141732283464567,https://m.media-amazon.com/images/I/71uk6aM497S.AC.jpg,images\image_01563.jpg
2.755905511811023,2.755905511811023,14.96062992125984,https://m.media-amazon.com/images/I/71ve8TiLyIL.AC.jpg,images\image_01564.jpg
5.118110236220472,2.755905511811023,15.74803149606299,https://m.media-amazon.com/images/I/810yDkWEKNL.AC.jpg,images\image_01566.jpg
3.5,3.5,12.0,https://m.media-amazon.com/images/I/81d4YfVP8AL.AC.jpg,images\image_01568.jpg
5.118110236220472,2.755905511811023,15.74803149606299,https://m.media-amazon.com/images/I/81G+Hn6ARaL.AC.jpg,images\image_01569.jpg
5.118110236220472,5.118110236220472,15.74803149606299,https://m.media-amazon.com/images/I/81wl5OIx2ML.AC.jpg,images\image_01571.jpg
13.25,8.0,35.25,https://m.media-amazon.com/images/I/81ZP316KvsL.AC.jpg,images\image_01572.jpg
11.811023622047244,23.622047244094485,28.346456692913385,https://m.media-amazon.com/images/I/412JHDsfleL.AC.jpg,images\image_01573.jpg
14.566929133858268,19.291338582677163,36.61417322834645,https://m.media-amazon.com/images/I/41Chd99WndL.AC.jpg,images\image_01574.jpg
11.8,15.7,11.8,https://m.media-amazon.com/images/I/512LAqhuddL.AC.jpg,images\image_01575.jpg
15.74803149606299,23.622047244094485,65.74803149606299,https://m.media-amazon.com/images/I/512OZIcTBRL.AC.jpg,images\image_01576.jpg
9.448818897637794,21.25984251968504,32.677165354330704,https://m.media-amazon.com/images/I/51bhgquJZNS.AC.jpg,images\image_01577.jpg
5.905511811023621,19.685039370078737,54.33070866141732,https://m.media-amazon.com/images/I/51C2HdfQOrL.AC.jpg,images\image_01578.jpg
18.0,18.0,68.5,https://m.media-amazon.com/images/I/51E41MX0pZL.AC.jpg,images\image_01579.jpg
15.75,51.97,66.93,https://m.media-amazon.com/images/I/51eQ2j+0YdL.AC.jpg,images\image_01580.jpg
10.90551181102362,10.511811023622046,43.30708661417322,https://m.media-amazon.com/images/I/51GT6t-pNxL.AC.jpg,images\image_01581.jpg
9.448818897637794,23.622047244094485,45.2755905511811,https://m.media-amazon.com/images/I/51HOgJP+fDL.AC.jpg,images\image_01582.jpg
11.8,47.0,43.3,https://m.media-amazon.com/images/I/51mubVGKM8L.AC.jpg,images\image_01583.jpg
11.8,47.0,43.3,https://m.media-amazon.com/images/I/51N0lR6A4lS.AC.jpg,images\image_01584.jpg
15.7,39.4,54.7,https://m.media-amazon.com/images/I/51QCBpcg0ZL.AC.jpg,images\image_01585.jpg
19.5,64.0,60.0,https://m.media-amazon.com/images/I/51qKqgjUvAL.AC.jpg,images\image_01586.jpg
17.7,17.7,68.9,https://m.media-amazon.com/images/I/51rwaeOe1-S.AC.jpg,images\image_01587.jpg
8.661417322834644,23.22834645669291,66.53543307086613,https://m.media-amazon.com/images/I/51wKTH648ZL.AC.jpg,images\image_01588.jpg
9.448818897637794,23.622047244094485,40.15748031496063,https://m.media-amazon.com/images/I/611kPBO2QwL.AC.jpg,images\image_01589.jpg
13.779527559055117,23.622047244094485,27.55905511811024,https://m.media-amazon.com/images/I/611Uxi9YymL.AC.jpg,images\image_01591.jpg
11.8,47.0,43.3,https://m.media-amazon.com/images/I/615s3907H4S.AC.jpg,images\image_01593.jpg
20.2,32.2,61.0,https://m.media-amazon.com/images/I/616EUKdiR7L.AC.jpg,images\image_01594.jpg
11.023622047244093,22.834645669291337,28.346456692913385,https://m.media-amazon.com/images/I/616P4iVFv+L.AC.jpg,images\image_01595.jpg
11.023622047244093,33.85826771653543,18.89763779527559,https://m.media-amazon.com/images/I/617ylBm9WJL.AC.jpg,images\image_01597.jpg
14.17,17.71,33.46,https://m.media-amazon.com/images/I/619PL34D3aL.AC.jpg,images\image_01598.jpg
11.811023622047244,22.834645669291337,37.79527559055118,https://m.media-amazon.com/images/I/61BCA1-1w-L.AC.jpg,images\image_01599.jpg
11.8,15.7,11.8,https://m.media-amazon.com/images/I/61c6SHrk5yL.AC.jpg,images\image_01601.jpg
10.236220472440944,31.49606299212598,66.9291338582677,https://m.media-amazon.com/images/I/61Cg-xxYAZL.AC.jpg,images\image_01603.jpg
15.74803149606299,27.55905511811024,39.76377952755905,https://m.media-amazon.com/images/I/61cHRlpJ3tS.AC.jpg,images\image_01604.jpg
11.0,27.2,18.7,https://m.media-amazon.com/images/I/61cT-c6i0KL.AC.jpg,images\image_01605.jpg
11.023622047244093,22.834645669291337,42.91338582677165,https://m.media-amazon.com/images/I/61dx2bC5s5L.AC.jpg,images\image_01606.jpg
14.173228346456693,22.047244094488185,66.9291338582677,https://m.media-amazon.com/images/I/61e45r3feYL.AC.jpg,images\image_01607.jpg
13.779527559055117,23.622047244094485,58.26771653543307,https://m.media-amazon.com/images/I/61EuzEx7dLL.AC.jpg,images\image_01608.jpg
11.811023622047244,47.24409448818897,43.30708661417322,https://m.media-amazon.com/images/I/61ftTw2ZZYL.AC.jpg,images\image_01609.jpg
11.023622047244093,22.834645669291337,28.346456692913385,https://m.media-amazon.com/images/I/61haK+3tKSL.AC.jpg,images\image_01611.jpg
11.811023622047244,25.196850393700785,67.71653543307086,https://m.media-amazon.com/images/I/61hIJ8I79aL.AC.jpg,images\image_01612.jpg
11.811023622047244,47.24409448818897,43.30708661417322,https://m.media-amazon.com/images/I/61jkDS40xkL.AC.jpg,images\image_01614.jpg
11.81,35.43,42.52,https://m.media-amazon.com/images/I/61jQzxVQu-L.AC.jpg,images\image_01615.jpg
11.5,26.8,14.5,https://m.media-amazon.com/images/I/61ktA96SUNL.AC.jpg,images\image_01616.jpg
15.74803149606299,47.24409448818897,65.74803149606299,https://m.media-amazon.com/images/I/61Lg6AvmcuL.AC.jpg,images\image_01617.jpg
44.48818897637795,65.35433070866141,19.291338582677163,https://m.media-amazon.com/images/I/61M71OjD0OL.AC.jpg,images\image_01619.jpg
17.716535433070863,28.74015748031496,62.99212598425196,https://m.media-amazon.com/images/I/61O7E1U3-oS.AC.jpg,images\image_01622.jpg
9.448818897637794,41.33858267716535,32.677165354330704,https://m.media-amazon.com/images/I/61obnSWkHEL.AC.jpg,images\image_01623.jpg
17.32283464566929,36.61417322834645,37.79527559055118,https://m.media-amazon.com/images/I/61OjfBg+fbL.AC.jpg,images\image_01624.jpg
10.23,31.49,66.92,https://m.media-amazon.com/images/I/61osWsNqAEL.AC.jpg,images\image_01625.jpg
17.32283464566929,36.61417322834645,37.79527559055118,https://m.media-amazon.com/images/I/61pCrFJXDQL.AC.jpg,images\image_01626.jpg
14.173228346456693,23.622047244094485,59.44881889763779,https://m.media-amazon.com/images/I/61Q+jwtYisL.AC.jpg,images\image_01627.jpg
9.6,10.2,4.7,https://m.media-amazon.com/images/I/61QVOgXnBmL.AC.jpg,images\image_01629.jpg
11.9,18.0,57.7,https://m.media-amazon.com/images/I/61qW7yVJbsL.AC.jpg,images\image_01630.jpg
9.8,34.6,49.6,https://m.media-amazon.com/images/I/61riI+HA+9L.AC.jpg,images\image_01631.jpg
14.0,18.0,35.0,https://m.media-amazon.com/images/I/61rL11YNioL.AC.jpg,images\image_01632.jpg
17.32283464566929,36.61417322834645,37.79527559055118,https://m.media-amazon.com/images/I/61RXHZIY5-L.AC.jpg,images\image_01633.jpg
21.0,21.0,67.2,https://m.media-amazon.com/images/I/61SuCzebBFL.AC.jpg,images\image_01634.jpg
14.173228346456693,22.047244094488185,66.9291338582677,https://m.media-amazon.com/images/I/61tbTfjGk4L.AC.jpg,images\image_01635.jpg
11.3,26.6,14.5,https://m.media-amazon.com/images/I/61Ti8Hb0qgL.AC.jpg,images\image_01636.jpg
14.17,17.71,33.46,https://m.media-amazon.com/images/I/61uadomhBHL.AC.jpg,images\image_01637.jpg
12.0,16.0,12.0,https://m.media-amazon.com/images/I/61ug16XLkPL.AC.jpg,images\image_01638.jpg
11.811023622047244,23.622047244094485,42.51968503937008,https://m.media-amazon.com/images/I/61vA3K9SgWL.AC.jpg,images\image_01639.jpg
2.7,10.0,3.1,https://m.media-amazon.com/images/I/61Vcy7VfaUL.AC.jpg,images\image_01640.jpg
10.5,18.0,43.5,https://m.media-amazon.com/images/I/61vNHB-UuSL.AC.jpg,images\image_01641.jpg
49.0,36.0,11.4,https://m.media-amazon.com/images/I/61X-HX2tr+L.AC.jpg,images\image_01643.jpg
6.0,28.0,28.0,https://m.media-amazon.com/images/I/61xLHMQhE4S.AC.jpg,images\image_01645.jpg
17.716535433070863,32.677165354330704,61.81102362204724,https://m.media-amazon.com/images/I/61XPs+t0FYL.AC.jpg,images\image_01646.jpg
10.5,18.0,43.5,https://m.media-amazon.com/images/I/61y2ZJ+kBQL.AC.jpg,images\image_01647.jpg
22.047244094488185,10.433070866141732,62.204724409448815,https://m.media-amazon.com/images/I/61Y51u023EL.AC.jpg,images\image_01648.jpg
14.173228346456693,35.433070866141726,33.46456692913385,https://m.media-amazon.com/images/I/61yTHORemyL.AC.jpg,images\image_01649.jpg
65.0,47.5,15.0,https://m.media-amazon.com/images/I/61zMio0rGhS.AC.jpg,images\image_01650.jpg
12.6,47.2,48.0,https://m.media-amazon.com/images/I/71-jUa-I9dS.AC.jpg,images\image_01652.jpg
11.811023622047244,29.527559055118108,53.93700787401574,https://m.media-amazon.com/images/I/71+TtMOyp0L.AC.jpg,images\image_01653.jpg
9.842519685039369,27.55905511811024,12.992125984251969,https://m.media-amazon.com/images/I/7130-qCkRVL.AC.jpg,images\image_01654.jpg
12.6,31.5,48.0,https://m.media-amazon.com/images/I/714+WVx5EML.AC.jpg,images\image_01655.jpg
11.811023622047244,47.24409448818897,43.30708661417322,https://m.media-amazon.com/images/I/7141aIM6OZL.AC.jpg,images\image_01656.jpg
12.6,47.2,48.0,https://m.media-amazon.com/images/I/714TtEU07BL.AC.jpg,images\image_01657.jpg
11.811023622047244,28.74015748031496,17.519685039370078,https://m.media-amazon.com/images/I/715fUKnXUoL.AC.jpg,images\image_01658.jpg
5.905511811023621,19.685039370078737,40.94488188976378,https://m.media-amazon.com/images/I/715MkdgLdvL.AC.jpg,images\image_01659.jpg
13.0,30.0,27.0,https://m.media-amazon.com/images/I/716EvcYrvYL.AC.jpg,images\image_01660.jpg
15.0,47.5,65.0,https://m.media-amazon.com/images/I/717TFS66WVL.AC.jpg,images\image_01661.jpg
6.0,28.0,54.0,https://m.media-amazon.com/images/I/71aAQjT705S.AC.jpg,images\image_01662.jpg
11.8,23.23,24.8,https://m.media-amazon.com/images/I/71Ahn6W0ZLL.AC.jpg,images\image_01663.jpg
6.0,20.0,67.0,https://m.media-amazon.com/images/I/71AUS7T-3HL.AC.jpg,images\image_01664.jpg
17.72,17.72,67.32,https://m.media-amazon.com/images/I/71b3plS7TKL.AC.jpg,images\image_01665.jpg
9.84,31.49,30.31,https://m.media-amazon.com/images/I/71Bd7-KN3-L.AC.jpg,images\image_01666.jpg
11.02,13.19,50.0,https://m.media-amazon.com/images/I/71Du0Wp7CoS.AC.jpg,images\image_01667.jpg
15.0,24.0,25.0,https://m.media-amazon.com/images/I/71EBqthC46L.AC.jpg,images\image_01668.jpg
12.6,31.5,36.2,https://m.media-amazon.com/images/I/71EoyNAISCS.AC.jpg,images\image_01669.jpg
11.811023622047244,22.047244094488185,43.30708661417322,https://m.media-amazon.com/images/I/71FdzjbbbLL.AC.jpg,images\image_01670.jpg
9.842519685039369,31.49606299212598,37.00787401574803,https://m.media-amazon.com/images/I/71FIkrk-poL.AC.jpg,images\image_01671.jpg
11.8,17.0,40.5,https://m.media-amazon.com/images/I/71Fwlgjq69S.AC.jpg,images\image_01672.jpg
65.0,47.5,15.0,https://m.media-amazon.com/images/I/71glIK6ZiFL.AC.jpg,images\image_01673.jpg
15.0,30.5,58.3,https://m.media-amazon.com/images/I/71hdYnmS3qL.AC.jpg,images\image_01675.jpg
12.0,48.0,36.0,https://m.media-amazon.com/images/I/71HiDzV+MNL.AC.jpg,images\image_01676.jpg
18.0,18.0,68.5,https://m.media-amazon.com/images/I/71HSeCe2WNL.AC.jpg,images\image_01677.jpg
21.2,43.3,59.0,https://m.media-amazon.com/images/I/71hZdT7QznL.AC.jpg,images\image_01678.jpg
6.496062992125983,25.984251968503933,22.440944881889763,https://m.media-amazon.com/images/I/71ID0LiiSNL.AC.jpg,images\image_01679.jpg
9.84,31.49,43.7,https://m.media-amazon.com/images/I/71iiddx7bHL.AC.jpg,images\image_01680.jpg
12.6,31.5,36.2,https://m.media-amazon.com/images/I/71iRxdn4KwL.AC.jpg,images\image_01681.jpg
11.02,17.91,56.29,https://m.media-amazon.com/images/I/71jZSwUO4rS.AC.jpg,images\image_01682.jpg
6.0,28.0,41.0,https://m.media-amazon.com/images/I/71KAwyphEJS.AC.jpg,images\image_01683.jpg
12.6,31.5,36.2,https://m.media-amazon.com/images/I/71KB4M+moYL.AC.jpg,images\image_01684.jpg
12.79527559055118,20.47244094488189,31.102362204724407,https://m.media-amazon.com/images/I/71KBTkOxFKL.AC.jpg,images\image_01685.jpg
12.0,48.0,48.0,https://m.media-amazon.com/images/I/71kn1NHZigL.AC.jpg,images\image_01687.jpg
23.22834645669291,39.370078740157474,63.77952755905511,https://m.media-amazon.com/images/I/71kTBT7MXVL.AC.jpg,images\image_01688.jpg
12.6,31.5,48.0,https://m.media-amazon.com/images/I/71lwSXDQnTL.AC.jpg,images\image_01691.jpg
12.0,48.0,36.0,https://m.media-amazon.com/images/I/71m3l2YhTIL.AC.jpg,images\image_01692.jpg
11.42,35.04,43.31,https://m.media-amazon.com/images/I/71M5hhWwajL.AC.jpg,images\image_01693.jpg
63.0,59.0,24.0,https://m.media-amazon.com/images/I/71Mazld4yoL.AC.jpg,images\image_01694.jpg
11.8,23.23,24.8,https://m.media-amazon.com/images/I/71ME3vsbBFL.AC.jpg,images\image_01695.jpg
12.2,33.0,32.0,https://m.media-amazon.com/images/I/71ONYfYmc+L.AC.jpg,images\image_01696.jpg
11.811023622047244,17.716535433070863,35.23622047244094,https://m.media-amazon.com/images/I/71p0FNcmcSL.AC.jpg,images\image_01697.jpg
12.6,47.2,48.0,https://m.media-amazon.com/images/I/71Pq5cg0W3L.AC.jpg,images\image_01698.jpg
9.0,19.7,31.1,https://m.media-amazon.com/images/I/71pRg0nXCEL.AC.jpg,images\image_01699.jpg
14.566929133858268,19.291338582677163,69.29133858267716,https://m.media-amazon.com/images/I/71Q2wBgVHUL.AC.jpg,images\image_01700.jpg
9.448818897637794,23.622047244094485,31.49606299212598,https://m.media-amazon.com/images/I/71Q8J8x8ikL.AC.jpg,images\image_01701.jpg
11.0,34.6,63.0,https://m.media-amazon.com/images/I/71S2-tr-GqL.AC.jpg,images\image_01704.jpg
11.4,26.8,19.5,https://m.media-amazon.com/images/I/71tHbsJL1fL.AC.jpg,images\image_01706.jpg
14.2,11.0,8.3,https://m.media-amazon.com/images/I/71u+hyVaD3S.AC.jpg,images\image_01707.jpg
14.0,36.0,35.0,https://m.media-amazon.com/images/I/71UKMsY2QgL.AC.jpg,images\image_01708.jpg
31.49606299212598,31.49606299212598,14.173228346456693,https://m.media-amazon.com/images/I/71v01sFhmBL.AC.jpg,images\image_01709.jpg
18.11023622047244,18.11023622047244,68.11023622047243,https://m.media-amazon.com/images/I/71vSzSldiOL.AC.jpg,images\image_01710.jpg
11.0,34.6,63.0,https://m.media-amazon.com/images/I/71wEVQAvRuL.AC.jpg,images\image_01711.jpg
18.5,18.5,68.9,https://m.media-amazon.com/images/I/71XffCdNS0L.AC.jpg,images\image_01712.jpg
11.811023622047244,29.527559055118108,37.00787401574803,https://m.media-amazon.com/images/I/71y1ZtMwKUL.AC.jpg,images\image_01713.jpg
13.0,27.8,68.9,https://m.media-amazon.com/images/I/71yVcsKIG3S.AC.jpg,images\image_01714.jpg
14.96062992125984,27.55905511811024,57.08661417322834,https://m.media-amazon.com/images/I/71zikMQiu9L.AC.jpg,images\image_01715.jpg
19.5,26.8,11.5,https://m.media-amazon.com/images/I/8140l4mD7rL.AC.jpg,images\image_01716.jpg
9.448818897637794,25.984251968503933,39.370078740157474,https://m.media-amazon.com/images/I/81elXT0zFPL.AC.jpg,images\image_01717.jpg
12.2,26.5,19.1,https://m.media-amazon.com/images/I/81HOdHD8evL.AC.jpg,images\image_01718.jpg
11.5,26.8,25.1,https://m.media-amazon.com/images/I/81LknYdSNmL.AC.jpg,images\image_01719.jpg
18.25,61.5,62.25,https://m.media-amazon.com/images/I/81qjXQKBJdL.AC.jpg,images\image_01720.jpg
65.0,47.5,15.0,https://m.media-amazon.com/images/I/81rAb0ZnEcL.AC.jpg,images\image_01721.jpg
12.086614173228345,29.133858267716533,40.94488188976378,https://m.media-amazon.com/images/I/81t7fVkXDlL.AC.jpg,images\image_01722.jpg
11.811023622047244,31.49606299212598,51.18110236220472,https://m.media-amazon.com/images/I/81UWFfOS+9L.AC.jpg,images\image_01723.jpg
12.2,31.5,18.9,https://m.media-amazon.com/images/I/81VLSUABe3L.AC.jpg,images\image_01724.jpg
11.811023622047244,23.622047244094485,51.18110236220472,https://m.media-amazon.com/images/I/81x6HQdSfsL.AC.jpg,images\image_01725.jpg
11.811023622047244,24.80314960629921,24.80314960629921,https://m.media-amazon.com/images/I/81XmoUr6y9L.AC.jpg,images\image_01726.jpg
49.212598425196845,25.59055118110236,29.92125984251968,https://m.media-amazon.com/images/I/41WoNp4avnL.AC.jpg,images\image_01727.jpg
39.0,23.0,36.0,https://m.media-amazon.com/images/I/41ViAxBXUWL.AC.jpg,images\image_01728.jpg
39.0,23.0,36.0,https://m.media-amazon.com/images/I/41oYac85o9L.AC.jpg,images\image_01729.jpg
39.0,23.0,36.0,https://m.media-amazon.com/images/I/4121r6jCM+L.AC.jpg,images\image_01730.jpg
